product_handle,product_id,rating,author,body,created_at,photo_url,verified_purchase,reply,replied_at
sihoo-m59as-ergonomic-office-chair,10184342307107,5,Jeff,"I use a 700$ eurotech chair at work and this chair absolutely is just as comfortable.  It doesn't have as much seat slide adjustment.  You can shuffle it slightly by where the 3 backrest bolts attach to the seat.  The chair is absolutely sturdy.  I actually like this chairs lumbar section feature more than what's on my work chair.  It doesnt have a setting to change though.  It relies on the placement of it adding its plastic shock absorber looking parts to flex and have contact pressure.  I found it absolutely satisfying. The headrest has nice adjustments and way better than more limited than I'm used to.  Up down tilt and angle.  Able to have it as neck support or more just a headrest for me.  It does have some weight to it, but rolls great and the fact wheel arms, frame, and chair parts have weight, adds to its feel of stability and more hope that it'll last well.The armrests aren't able to go up and down but I prefer they can swing up like this chair.  The arm pads click inward and outward as well as forward several clicks.  The pad isn't soft or plus but has just enough padding to not be uncomfortable.The one funny was the armrest bolt covers were backwards labeled.  My Left ones went on the right side and Right on left side.  There's a little slant in the mold that made it clear when it's in the correct side.The manual is quite well done.  Detailed enough and worded good.  Good number of languages represented too.Being a third of the price of a chair I sit at work in and I'd pick sitting in this one.  May need to take it to work.......Oh.  and a coat hanger built in is quite neat!  Nice to not just drape it over the back ledge and have an actual hanger right there to put something on.",2024-11-06,https://media-dynamic.okendo.io/images/eb1bc8c6-9e12-4255-bc70-775461000354/f83c215b-a00b-4b20-9fe8-a6f13e24d4ac.jpg,TRUE,,
sihoo-m59as-ergonomic-office-chair,10184342307107,5,Turner R.,"I have been on the hunt for the right office chair for my needs, and this chair is actually pretty nice.  I find it pretty comfortable, and as they say, it fits pretty ergonomically to my body.  I had another chair that just didn't feel right, but this one feels better when I sit in it and lean back, as in it feels supportive.  I like that the armrests clip up, so when I push the chair in, I can push the chair in all the way since the arms are out of the way.  The headrest is pretty nice as well, and overall, this was fairly easy to put together in about a half hour.  I am also glad this has a lumbar support, as my back has been hurting lately, and that definitely helps.  As I said in the beginning, this is a pretty nice office chair.",2024-11-06,https://media-dynamic.okendo.io/images/eb1bc8c6-9e12-4255-bc70-775461000354/39099389-35a9-4e2a-bc15-6f1d481b2880.jpg,TRUE,,
sihoo-m59as-ergonomic-office-chair,10184342307107,5,Darocaro2014,"I really like this Office Chair. This has indeed made a difference in my daily work. I do spend long hours at desks, and this chair made quite a difference in terms of comfort and support. The lumbar feels just right, just positioned right without feeling any stiff or uncomfortable feeling.The 3D flip armrests and headrest are just a piece of thoughtfulness. I can easily move them depending on what I am working on, and the headrest provides such great support, especially when I lean back during breaks. The seat itself has great cushioning, and I really appreciate the adjustability in height that lets me find that perfect alignment with my desk.I found assembly to be pretty hassle-free, and the quality of the materials seems top-shelf. Overall, this chair really took my home office setup to a whole new level-the feeling is that I literally look forward to sitting in it each day.",2024-11-06,https://media-dynamic.okendo.io/images/eb1bc8c6-9e12-4255-bc70-775461000354/ec22a81e-e4d0-459a-a008-b3697a295f94.jpg,TRUE,,
sihoo-m59as-ergonomic-office-chair,10184342307107,4,George B.,"The Good:This chair overall is a decent chair.  I am tall, and this chair adjust taller than most of the other office chairs I have used.  This might be because of the different wheels i put on it, but i do find i cannot have it at the full height because it is too high then.The arm rest turn in and out.  This helps you find a comfortable spot to rest your elbows.The headrest adjusts up and down.The Bad:The Wheels could be better.  We have hardwood floors and I use high-end rubber style wheels.  I ended up using the upgraded wheels off of my other chair.The Lumbar support is too low.  It is more on my tailbone than my lumbar.  There is no way to adjust up.  When you lay back, it does become better, but I am mostly sitting up and it does not help in that position.This is great in the summer, chilly in the winter.  The net type of seat and back rest is great for ventilation.  My office is in the basement, and it is chilly down there in the winter, so this netter does not help keep my back and back side warm.The Ugly:Nothing Ugly to mention.  again, overall, this is a great chair except for the few things above.  Your mission, if you decide to take it, is to test it out for yourself and decide if the price is worth it.",2024-11-07,,TRUE,,
sihoo-m59as-ergonomic-office-chair,10184342307107,5,RogueOne2406,"This office chair is probably one of the best ones that I have owned. It took roughly 25 minutes to start to finish to put together. The instructions were very clear. Every part in this box came flawless with no imperfections and once put together I could not believe how comfortable this chair was. It is definitely tall people friendly. The chairs mesh design pattern is gorgeous. The back and lumbar support feels great especially for me. I'm only 6ft but the height is enough for me to feel like my legs are just slightly off the floor. The chair has adjustable arms that can be raised up or left down. I was so impressed with the look of the base legs, they look very classy. This chair is worth evey penny. My son even preferred it over his more expensive gaming chair and he's 6'2'. Great chair!",2024-11-08,https://media-dynamic.okendo.io/images/eb1bc8c6-9e12-4255-bc70-775461000354/4dc549e3-74ae-4870-bd12-3590fbd18a01.jpg,TRUE,,
sihoo-m59as-ergonomic-office-chair,10184342307107,5,T3ch5upp0rt,"I purchased a Sihoo Doro C300 earlier this year.  When I saw this chair, I thought I can always use a 2nd chair in my office.  This is now MY PRIMARY CHAIR.  It's the MOST comfortable office chair I've ever sat in.  Both Sihoo chairs were well packaged and easy to put together.  Both are exceptionally comfortable, but in the end, I prefer the M59AS slightly over my Doro C300.  It rolls great on my LVP flooring.  Adjustable headrest and flip up arms are great.  This is a sturdy, high-quality, comfortable chair. I recommend it!",2024-11-09,https://media-dynamic.okendo.io/images/eb1bc8c6-9e12-4255-bc70-775461000354/7dd6bef4-65c6-4c9e-b2a2-15424f30b074.jpg,TRUE,,
sihoo-m59as-ergonomic-office-chair,10184342307107,5,Edward P.,Great deal for a well made and sturdy desk chair. The large chair is completely adjustable and ergonomic for total comfort. The chair is very easy to assemble with all hardware included. The chair operated quietly and rolls smoothly on carpet friendly casters.,2024-11-09,,TRUE,,
sihoo-m59as-ergonomic-office-chair,10184342307107,5,Merc,"If Covid taught me anything it is that you can't skimp on an ergo chair while chained to your home office 10 hours a day.  Okay, this is not a $1000 Steelcase or Herman Miller, but for a budget chair it is exceptional.  Understand it is a mesh chair not a cushioned chair so expect great support and airflow not a plush feel. For some, it is an acquired appreciation and it may not seem comfortable at first, but there is a reason many of those high-end chairs are mesh and not foam.  I had to be convinced too, but now I'm a convert.  After the first 10 hours in the saddle you'll figure out if you like it or not.This chair is very comfortable, has great lumbar support and a nice adjustable headrest is standard.  I wish the arms were more adjustable, but they do swing out of the way which I find handy.  One of the great things about this chair is that it works well for larger people.  I'm 6' 1, 220lbs and it fits me great.  My 14 year old grandson is 6' 4, 180lbs and he uses it as a gaming chair and says it is very comfortable.Bottom line, you can't compare this to a $1000 chair, but compared to other chairs in the same price class this is a 5 star product all day long.",2024-11-09,https://media-dynamic.okendo.io/images/eb1bc8c6-9e12-4255-bc70-775461000354/c79eb598-0c05-42ff-b980-2ef419a32253.jpg,TRUE,,
sihoo-m59as-ergonomic-office-chair,10184342307107,4,Jinjer p.,"This SIHOO ergonomic office chair is really nice!The chair comes in pieces and needs to be assembled. Plan for 220-30 minutes to assemble everything and it would help to have a second person but not necessary. The instructions for this chair are probably the most thorough that I have seen for an office chair. The drawings and identification of each part is easy to follow. The bolds and screws are easy to identify as well, they come on a piece of cardboard with plastic over the screws and bolts and a label for each. The other nice part is the label on the screws and bolts actually tells you how many of each and that it includes extra, so you are not thinking, why do I have an extra screw??.The assembly went smooth with this chair and once I sat in the chair, I thought it was very comfortable on my bottom and very supportive to my back. The wheels glide very smoothly on the floor and the adjustments to lower and raise the chair and lock the chair all work and are easy to operate. I love that the armrests can be lifted!Now the reason I do not give this five stars, the arm rests are too short for me. I'm a bigger guy and this is likely the reason it feels like these are too short. I felt like these did not give enough support to my arm when typing. Luckily, I bought some arm pads to go over the armrests and this added enough support for me to use this daily.Overall, the chair is very comfortable, easy to assemble, well made.",2024-11-10,,TRUE,,
sihoo-m59as-ergonomic-office-chair,10184342307107,5,Mancave C.,"While assembling office chairs like this are one of my least favorite things, this chair was not that bad. The quality of the manufacturing was great and the adjustability of the arm and head rests all provided the right amount of comfort. The wheels roll nicely and the chair is comfortable to sit in. That's all that matters.",2024-11-11,,TRUE,,
sihoo-m59as-ergonomic-office-chair,10184342307107,5,PM2016,"Nice chair, limited adjustments, but comfortable.  Seat moves up and down, arms raise, and head/neck adjusts.  Assembly was straight forward with clear instructions, about 45 minutes.Comfortable, a great replacement for my worn out desk chair!",2024-11-13,,TRUE,,
sihoo-m59as-ergonomic-office-chair,10184342307107,5,Otter P.,"This is a super great chair!It is comfortable and adjustable in every way including lumbar, neck, arms, everything.The fabric is strong and breathable.Assembly - instructions excellent and readable. Zero problems putting it together. I like that they included cotton gloves to keep your hands clean during assembly.Can't say enough good things.",2024-11-13,,TRUE,,
sihoo-m59as-ergonomic-office-chair,10184342307107,4,Rex I.,"This item has been with me for a very short time.I ordered the SIHOO M59AS Ergonomic Office Chair because I was tired of feeling uncomfortable and achy after long hours at my computer. The 3D flip armrests caught my eye because they allow for more customization and comfort while sitting, which is super important to me. Additionally, the 3D headrest seemed like a great feature to help support my neck and reduce strain during those late nights working. I also appreciated the sleek design and high-quality materials used in construction, it just looked like a chair that would last me a long time.I hope you find this review helpful.",2024-11-14,,TRUE,,
sihoo-m59as-ergonomic-office-chair,10184342307107,5,J. C.,"Easy to construct, took me about 10 minutes by myself.  It is quite the comfy chair for long hours at the desk. It's got armrests that flip out of the way, which is handy if you need more space or just don't need them. The headrest and lumbar support can be tweaked too, making it quite versatile for different body types. The seat height adjusts smoothly, so you can get your posture just right. I really loved all these ergonomic options - if you adjust it right, this could be the most comfortable chair you've ever had to sit in. A really solid choice if you're looking to upgrade your home office setup.",2024-11-14,https://media-dynamic.okendo.io/images/eb1bc8c6-9e12-4255-bc70-775461000354/1bd81275-50f7-4925-97e0-40a758808476.jpg,TRUE,,
sihoo-m59as-ergonomic-office-chair,10184342307107,5,Ramon,nice looking good for the valueeasy to assemble and prettycomfortable,2024-11-14,,TRUE,,
sihoo-m59as-ergonomic-office-chair,10184342307107,5,Alastorr,"Nice affordable mesh chair, it's adjustable for best comfort. Well made and sturdy. Took about 15mins to put together very simple, the wheels are not great for my needs but they are easily replace, the back support is great",2024-11-15,,TRUE,,
sihoo-m59as-ergonomic-office-chair,10184342307107,4,A Discerning I.,"This ergonomic desk chair arrived disassembled, in new condition, and adequately protected within a branded box. The assembly hardware was easy to find due to it being contained in a blister pack of sorts. The chairs components feel well made and the castors roll well. It is comfortable enough for my needs. Overall, I like it.",2024-11-16,,TRUE,,
sihoo-m59as-ergonomic-office-chair,10184342307107,4,Swami,"Got this chair to replace an aging bonded leather chair. Some observations from my use - ? ASSEMBLY - All parts were well organized and labeled. The screws and tool came in a neatly labeled packet making it super easy to identify (see second picture) what goes where. Most of the screws had one extra provided - a nice touch. On the whole it was a joy putting this chair together. One note - attaching the back of the chair to the base was the only step where I needed help because both pieces were heavy and needed to be properly aligned. ? FINISH - This chair is put together really nicely. All the polycarbonate pieces have metal threading, and almost all screws came with washers. Once fully assembled, the chair feels sturdy. ? USABILITY and COMFORT - After about a week's use, the chair is mostly comfortable except for 2 areas - (1) the lumbar support while adaptive is not adjustable so it feels like you need to sit in specific positions to get good support, and (2) the headrest design is such that I could not find a comfortable angle, the headrest needs to be more rotatableOverall a decent chair but with some shortcomings.",2024-11-19,,TRUE,,
sihoo-m59as-ergonomic-office-chair,10184342307107,5,human X.,"The design of the chair is very ergonomic, and it provides all-round support when you sit on it. What satisfies me most is its 3D swivel armrests and 3D headrest. The armrests can adjust the angle according to my sitting posture, which is very convenient, especially when typing or using the computer for a long time, the arms can be well supported, reducing fatigue in the shoulders and wrists. The 3D adjustment design of the headrest is also very considerate. It can be adjusted according to different heights and needs. Yes, when I relax my back slightly, the headrest can support my head well and avoid neck pain. The adjustable design of the lumbar support is also a highlight. It can be adjusted according to my waist curve to provide precise support. I will not feel uncomfortable even if I sit for a long time, which solves the common waist pain problem in the past. The adjustable waist height function is also very flexible. It can be easily adjusted according to the height of the desktop to ensure that the sitting posture remains in the most comfortable position.",2024-11-19,,TRUE,,
sihoo-m59as-ergonomic-office-chair,10184342307107,4,Peter and S.,"This chair is pretty comfortable most of the time and it has many features I've been wanting in a chair for some time. I think the support is good, the head rest is comfortable enough and very adjustable, the arms rests move in many ways including up and out of the way. (Actually, the arms are a little too easy to adjust and sometimes they move in ways I don't want them too) The thing I don't like about it, is you are either very upright when sitting or you can lean back really far. There isn't a way to set the leaning back to be less far back. Also, the back of the chair is all that leans back so your bottom and legs stay but the back and upper body all go back. I think I like it better when the whole chair leans back. Also, the arms are not able to support a lot of weight so if you rely on the arms to help you stand up, don't get this! Overall, I like this chair and I plan to keep it at my desk for years to come but I don't think I would have liked paying more than $200 USD for it.",2024-11-20,,TRUE,,
sihoo-m59as-ergonomic-office-chair,10184342307107,5,human X.,"The 3D support is especially useful. The adjustable angle allows me to customize it based on my sitting posture, relieving neck pressure significantly. The 3D headrest also adds comfort, providing great support for my head and neck, preventing discomfort during extended sitting. The lumbar support is adjustable as well, and it fits my spine perfectly.",2024-11-20,https://media-dynamic.okendo.io/images/eb1bc8c6-9e12-4255-bc70-775461000354/dc2d827e-2641-4e78-8d2a-03e88ff6d83f.jpg,TRUE,,
sihoo-m59as-ergonomic-office-chair,10184342307107,5,jorge,"I am absolutely thrilled with this ergonomic office chair that I recently acquired. The computer chair with 3D flip-up armrests, 3D headrest, and lumbar support offers exceptional comfort for long hours of work. The adjustable seat height allows for perfect customization for an ergonomic posture. Aside from being extremely comfortable, this chair is visually appealing and stylish, making it a stylish addition to any home office space. The ease of assembly was a plus, and the quality of the materials is evident in every detail. I would definitely recommend this desk chair to anyone looking for comfort, style, and quality in one product.",2024-11-20,,TRUE,,
sihoo-m59as-ergonomic-office-chair,10184342307107,4,The End U.,"This chair has been a serious upgrade from my old one. The lower back support is great, the arms raise up and pop forward or back, and the headrest isn't flimsy. The mesh support for the seat is very comfortable as well. Don't expect to be able to sit cross legged on it for long however, as the front bend is kind of hard on the ankles/legs.I'd give this 5 stars if the product page was more than just one picture. I took a risk requesting this item and for the current price I wouldn't have done that with other purchases.",2024-11-21,,TRUE,,
sihoo-m59as-ergonomic-office-chair,10184342307107,5,SFC,Very nice sturdy mesh style office desk chair. It has a soldi metal base smooth casters. The mesh provides a cool feel and great for someone like me who usually sweats easily sitting too long. Assembly instructions were clear and easy to follow.,2024-11-21,,TRUE,,
sihoo-m59as-ergonomic-office-chair,10184342307107,5,SFC,Very nice office chair. Solid and very sturdy feeling. Comfortable mesh with extended lumbar for better support. Pretty easy to put together with all the parts labeled and clear instructions.,2024-11-21,,TRUE,,
sihoo-m59as-ergonomic-office-chair,10184342307107,4,A Discerning I.,"This office chair arrived in new condition and adequately packaged inside of a branded box. So far, everything I have experienced with this chair has been exceptional. The instructions were well written in, available in multiple languages, and professionally produced as though there was not a max expenditure limit in the budget. The castors are heavy and feel superior to most I have experienced regarding office chairs. Easy enough to assemble. Comfortable. Yes!",2024-11-22,https://media-dynamic.okendo.io/images/eb1bc8c6-9e12-4255-bc70-775461000354/dd710807-d160-401f-976e-d05e9b6e57d6.jpg,TRUE,,
sihoo-m59as-ergonomic-office-chair,10184342307107,5,Customer R.,"I put this chair together in about 15 minutes. The instructions were clear, and extra hardware was included just in case. It is comfortable to sit in, and I love the option to flip up the armrests when I need extra space. Overall, it is a high-quality chair that should last, and I am very satisfied with my purchase.",2024-11-22,https://media-dynamic.okendo.io/images/eb1bc8c6-9e12-4255-bc70-775461000354/d41e8063-4e9a-48d7-8e61-c58c6a0ffdd9.jpg,TRUE,,
sihoo-m59as-ergonomic-office-chair,10184342307107,5,Billy and L.,"Comfortable and adaptable chair.  The all mesh material is actually really comfortable and very breathable (no more swamp butt).  The lumbar looks pronounced, but it's almost like it has shock absorbers because you can feel when you sit that it's moving to fit you.  I didn't like the headrest much but it was easy to remove and use without.  Recommended especially if you tend to get really warm after sitting a long time.",2024-11-24,,TRUE,,
sihoo-m59as-ergonomic-office-chair,10184342307107,5,Matthew C.,"What an excellent chair! It holds up great. And, it was easy to put together. The size allows for much more comfort. And the features are stellar. This is my new work chair, as it will help over long hours of sitting. I might even use it as my gaming chair... but then I have to move it between room. I'll have to ponder that.",2024-11-25,,TRUE,,
sihoo-m59as-ergonomic-office-chair,10184342307107,5,James,"Ordered this office chair to replace my leather one that had seen better days.  This office chair is easy to assemble and comes with everything required to put it together.  This chair is very comfortable for all day use, I normally sit for about six of my nine hours a day.  This chair has very nice rolling casters which do not seem to get stuck on my plastic floor protector.  This chair also has a lot of adjustments from the headrest to the lumbar support and are easy to manipulate. I like that I have the option to flip up the armrest if I need to get closer to my computer monitors.Overall, a very nice office chair.",2024-11-26,https://media-dynamic.okendo.io/images/eb1bc8c6-9e12-4255-bc70-775461000354/b6921075-cd3e-4b6f-b824-f7bd6f39a941.jpg,TRUE,,
sihoo-m59as-ergonomic-office-chair,10184342307107,4,Anonymous J.,"This ergnomic office chair is adjust in many ways. It holds about 330 pounds. The armrests, headrest, and lumbar adjust and of course it swivels. This isn't a cushy chair, but it's breathable. It takes a lot to put this together and a star is off for instructions. I'm not sure I'd recommend this chair, but it's not bad.",2024-11-26,,TRUE,,
sihoo-m59as-ergonomic-office-chair,10184342307107,5,Nieke,This office chair provide great lumbar support for a big person like me. Arm rest are adjustable front to back and left to right.  The mesh is high quality and nicely support your body.I like the design and color of the chair. It match my home office,2024-11-26,,TRUE,,
sihoo-m59as-ergonomic-office-chair,10184342307107,5,Monica M.,"My previous chair had me falling out of it too many times so I got this beauty. Super easy to assemble, it took me about 15-20 minutes which is saying much since I'm not the most assembly oriented. It is so comfortable and supports my lower back issues when sitting for too long. Everything works fine and even after sitting in it every day for 2 weeks straight it is still holding up. At first I didn't think I would like the mesh but now I've grown accustomed to it.",2024-11-27,https://media-dynamic.okendo.io/images/eb1bc8c6-9e12-4255-bc70-775461000354/92a66ae2-0c95-401a-a44d-864e8809ac8a.jpg,TRUE,,
sihoo-m59as-ergonomic-office-chair,10184342307107,4,kinoki r.,"I ordered this chair with high hopes. First, it came with super easy to follow, detailed instructions. Putting it together was so simple and straightforward. Second, I noticed that the parts feel sturdy and nice quality. Everything went together nicely and the chair feels durable. Lastly, this wasn't advertised as highback and while my 6'2 son is happy with it at 5'5 it is too big for me. At the lowest setting the neck hits me too high.My son likes the versatility of the neck rest. The double hinge design allows for better angling of the neck rest. He said it is comfortable and helps eliminate some fatigue. He can go longer between stretch breaks. His only complaint is he would've preferred the lumbar area to be firmer.",2024-11-27,,TRUE,,
sihoo-m59as-ergonomic-office-chair,10184342307107,5,Jeffrey J.,"The SIHOO M59AS Ergonomic Office Chair offers a comfortable and customizable seating experience. Its 3D flip armrests and headrest provide adjustable support, while the adaptive lumbar pillow ensures proper back alignment. The saddle-shaped cushion relieves pressure during long sitting periods, and the high-quality mesh promotes breathability. This chair is a solid choice for enhancing comfort and productivity in the workspace.",2024-12-01,https://media-dynamic.okendo.io/images/eb1bc8c6-9e12-4255-bc70-775461000354/b8b64a11-dd27-4fcf-88d8-306a5481b093.jpg,TRUE,,
sihoo-m59as-ergonomic-office-chair,10184342307107,4,SFC,Sturdy and comfortable mesh chair. It has a nice cool feel. Solid metal base with smooth wheels. It has some good comfort overall. The seat is mesh as well. Support is decent compared to foam cushion. A foam cushion probably has better overall support.,2024-12-01,,TRUE,,
sihoo-m59as-ergonomic-office-chair,10184342307107,5,Rico,This took me about 15 minutes to put together. The instructions were clear and there was extra hardware included in case you lose any. It??s nice and comfy to sit in and having the option to flip up the armrests is great. Very good quality and overall it??s a solid chair that should last.,2024-12-02,,TRUE,,
sihoo-m59as-ergonomic-office-chair,10184342307107,4,Alexis.F,"this office chair beats my gaming chair by an mile! it gives great overall support where the areas are needed.  the headrest is not great, depending on the angle you get no support or feels horrible.",2024-12-06,,TRUE,,
sihoo-m59as-ergonomic-office-chair,10184342307107,5,Tater T.,"This lightweight easy rolling office chair is very comfortable and adjustable. It took about 15 minutes to assemble with clear instructions. The seating area of the chair is all mesh and sits comfortable. Since it is a mesh it's perfect for those people who tend to get hot or sweaty in a leather or leather-like chair. Very pleased with this chair, great product!",2024-12-13,https://media-dynamic.okendo.io/images/eb1bc8c6-9e12-4255-bc70-775461000354/807499c3-ca4e-4c0c-89c8-e1815c26a187.jpg,TRUE,,
sihoo-m59as-ergonomic-office-chair,10184342307107,5,Jo S.,Good quality comfy easy to use,2024-12-14,,TRUE,,
